GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
34019,Male,Testis,05yrs,308242,24,9.5,5.9,14.3,265500,22,10.7,6.5,16.4,8385,,,,,20744,,,,,13329,,,,,284,,,,,Hunterdon County,County
34021,Male,Testis,05yrs,899628,46,5.5,4.0,7.3,450211,30,8.0,5.3,11.5,174986,,,,,169493,,,,,103177,,,,,1761,,,,,Mercer County,County
34023,Male,Testis,05yrs,2036374,137,6.7,5.6,7.9,886272,97,12.0,9.6,14.8,198214,,,,,435434,18,3.7,2.2,6.1,512071,,,,,4383,,,,,Middlesex County,County
34025,Male,Testis,05yrs,1511898,113,8.3,6.8,10.1,1148958,90,9.1,7.2,11.2,105147,,,,,170303,,,,,85570,,,,,1920,,,,,Monmouth County,County
34027,Male,Testis,05yrs,1211279,83,7.4,5.8,9.1,872980,67,8.8,6.7,11.2,41528,,,,,166141,,,,,129339,,,,,1291,,,,,Morris County,County
34029,Male,Testis,05yrs,1438678,83,7.1,5.6,8.8,1221734,69,7.3,5.6,9.2,47288,,,,,139967,,,,,28063,,,,,1626,,,,,Ocean County,County
34031,Male,Testis,05yrs,1226575,63,5.3,4.1,6.8,516581,26,5.7,3.6,8.4,122431,,,,,517691,25,4.5,2.9,6.8,67501,,,,,2371,,,,,Passaic County,County
34033,Male,Testis,05yrs,153960,,,,,115419,,,,,21230,,,,,15139,,,,,1597,,,,,575,,,,,Salem County,County
34035,Male,Testis,05yrs,805909,39,5.2,3.6,7.1,459806,29,7.3,4.7,10.6,76170,,,,,123210,,,,,145571,,,,,1152,,,,,Somerset County,County
34037,Male,Testis,05yrs,351511,23,7.9,4.9,11.8,306212,18,7.6,4.4,12.0,8701,,,,,28765,,,,,7338,,,,,495,,,,,Sussex County,County
34039,Male,Testis,05yrs,1350977,75,5.8,4.5,7.3,559046,43,8.7,6.3,11.8,275873,,,,,441633,23,4.8,3.0,7.3,72525,,,,,1900,,,,,Union County,County
34041,Male,Testis,05yrs,259023,18,7.6,4.4,12.1,212951,17,9.2,5.2,14.9,12981,,,,,24818,,,,,7977,,,,,296,,,,,Warren County,County
34001,Both,Larynx,05yrs,1330527,73,4.0,3.1,5.0,761738,52,4.0,3.0,5.4,205071,,,,,250752,,,,,109638,,,,,3328,,,,,Atlantic County,County
34003,Both,Larynx,05yrs,4651949,125,2.1,1.7,2.5,2672713,102,2.4,2.0,3.0,268297,,,,,926190,,,,,778988,,,,,5761,,,,,Bergen County,County
34005,Both,Larynx,05yrs,2228508,76,2.6,2.0,3.3,1529992,57,2.5,1.9,3.4,391193,,,,,179275,,,,,122697,,,,,5351,,,,,Burlington County,County
34007,Both,Larynx,05yrs,2533688,92,2.9,2.3,3.6,1462587,61,2.8,2.1,3.6,488871,19,3.5,2.1,5.5,424865,,,,,151739,,,,,5626,,,,,Camden County,County
34009,Both,Larynx,05yrs,465429,22,2.4,1.5,4.0,401326,21,2.5,1.5,4.3,22128,,,,,35763,,,,,5355,,,,,857,,,,,Cape May County,County
34011,Both,Larynx,05yrs,759530,32,3.4,2.3,4.9,358490,20,3.6,2.1,5.8,150925,,,,,233208,,,,,11014,,,,,5893,,,,,Cumberland County,County
34013,Both,Larynx,05yrs,3977022,154,3.4,2.9,4.0,1253858,44,2.3,1.6,3.1,1572876,79,4.7,3.7,5.9,915914,29,4.5,3.0,6.5,224403,,,,,9971,,,,,Essex County,County
34015,Both,Larynx,05yrs,1455826,50,2.5,1.9,3.4,1157474,44,2.7,1.9,3.6,158276,,,,,90298,,,,,47008,,,,,2770,,,,,Gloucester County,County
34017,Both,Larynx,05yrs,3350228,112,3.4,2.8,4.1,993486,48,4.4,3.2,5.9,378331,16,4.7,2.6,7.7,1443231,41,2.9,2.1,3.9,528106,,,,,7074,,,,,Hudson County,County
34019,Both,Larynx,05yrs,624117,21,2.3,1.4,3.6,538974,19,2.3,1.3,3.7,15987,,,,,40835,,,,,27726,,,,,595,,,,,Hunterdon County,County
34021,Both,Larynx,05yrs,1839609,45,1.9,1.3,2.5,930513,25,1.6,1.0,2.4,372134,,,,,322524,,,,,210793,,,,,3645,,,,,Mercer County,County
34023,Both,Larynx,05yrs,4129600,121,2.4,2.0,2.9,1812983,83,2.8,2.2,3.5,412965,,,,,873737,16,2.4,1.3,4.0,1020876,,,,,9039,,,,,Middlesex County,County
34025,Both,Larynx,05yrs,3108294,121,2.9,2.4,3.5,2365835,108,3.1,2.5,3.8,224562,,,,,335838,,,,,178100,,,,,3959,,,,,Monmouth County,County
34027,Both,Larynx,05yrs,2466895,93,2.7,2.2,3.3,1784679,87,3.1,2.4,3.8,85587,,,,,328417,,,,,265530,,,,,2682,,,,,Morris County,County
34029,Both,Larynx,05yrs,2982076,138,2.9,2.5,3.5,2545759,132,3.1,2.6,3.7,97397,,,,,274661,,,,,61107,,,,,3152,,,,,Ocean County,County
34031,Both,Larynx,05yrs,2518187,96,3.2,2.6,3.9,1058402,50,3.0,2.2,4.1,268740,,,,,1046014,28,3.2,2.1,4.7,140095,,,,,4936,,,,,Passaic County,County
34033,Both,Larynx,05yrs,314949,20,4.0,2.4,6.4,237074,17,3.9,2.3,6.7,44743,,,,,28381,,,,,3694,,,,,1057,,,,,Salem County,County
34035,Both,Larynx,05yrs,1649189,40,1.9,1.3,2.6,946044,34,2.2,1.5,3.2,159210,,,,,241635,,,,,299974,,,,,2326,,,,,Somerset County,County
34037,Both,Larynx,05yrs,707415,36,3.5,2.4,4.9,616230,35,3.6,2.5,5.2,16463,,,,,58084,,,,,15679,,,,,959,,,,,Sussex County,County
34039,Both,Larynx,05yrs,2770167,81,2.4,1.9,3.0,1141856,46,2.6,1.9,3.5,595765,,,,,874994,18,2.7,1.6,4.3,153489,,,,,4063,,,,,Union County,County
34041,Both,Larynx,05yrs,529311,33,4.1,2.8,5.9,437550,31,4.2,2.8,6.2,25865,,,,,49085,,,,,16136,,,,,675,,,,,Warren County,County
34001,Female,Larynx,05yrs,686529,,,,,393058,,,,,109619,,,,,125282,,,,,56914,,,,,1656,,,,,Atlantic County,County
34003,Female,Larynx,05yrs,2395867,22,0.6,0.4,1.0,1370301,,,,,142097,,,,,472451,,,,,407939,,,,,3079,,,,,Bergen County,County
34005,Female,Larynx,05yrs,1132362,,,,,781332,,,,,198738,,,,,85476,,,,,64069,,,,,2747,,,,,Burlington County,County
34007,Female,Larynx,05yrs,1310782,22,1.3,0.8,2.0,752715,,,,,261199,,,,,214487,,,,,79475,,,,,2906,,,,,Camden County,County
34009,Female,Larynx,05yrs,238221,,,,,207248,,,,,10525,,,,,17046,,,,,2980,,,,,422,,,,,Cape May County,County
34011,Female,Larynx,05yrs,371296,,,,,184027,,,,,66943,,,,,111427,,,,,5832,,,,,3067,,,,,Cumberland County,County
34013,Female,Larynx,05yrs,2063309,43,1.7,1.2,2.3,640238,,,,,846606,27,2.7,1.8,4.0,453444,,,,,117523,,,,,5498,,,,,Essex County,County
34015,Female,Larynx,05yrs,748183,,,,,593572,,,,,83515,,,,,44778,,,,,24876,,,,,1442,,,,,Gloucester County,County
34017,Female,Larynx,05yrs,1684082,23,1.3,0.8,1.9,486010,,,,,197378,,,,,732410,,,,,264771,,,,,3513,,,,,Hudson County,County
34019,Female,Larynx,05yrs,315875,,,,,273474,,,,,7602,,,,,20091,,,,,14397,,,,,311,,,,,Hunterdon County,County
34021,Female,Larynx,05yrs,939981,,,,,480302,,,,,197148,,,,,153031,,,,,107616,,,,,1884,,,,,Mercer County,County
34023,Female,Larynx,05yrs,2093226,18,0.7,0.4,1.1,926711,,,,,214751,,,,,438303,,,,,508805,,,,,4656,,,,,Middlesex County,County
34025,Female,Larynx,05yrs,1596396,20,0.8,0.5,1.3,1216877,19,1.0,0.6,1.6,119415,,,,,165535,,,,,92530,,,,,2039,,,,,Monmouth County,County
34027,Female,Larynx,05yrs,1255616,18,0.9,0.5,1.5,911699,18,1.1,0.6,1.9,44059,,,,,162276,,,,,136191,,,,,1391,,,,,Morris County,County
34029,Female,Larynx,05yrs,1543398,23,0.8,0.5,1.3,1324025,23,0.9,0.6,1.4,50109,,,,,134694,,,,,33044,,,,,1526,,,,,Ocean County,County
34031,Female,Larynx,05yrs,1291612,21,1.3,0.8,2.0,541821,,,,,146309,,,,,528323,,,,,72594,,,,,2565,,,,,Passaic County,County
34033,Female,Larynx,05yrs,160989,,,,,121655,,,,,23513,,,,,13242,,,,,2097,,,,,482,,,,,Salem County,County
34035,Female,Larynx,05yrs,843280,,,,,486238,,,,,83040,,,,,118425,,,,,154403,,,,,1174,,,,,Somerset County,County
34037,Female,Larynx,05yrs,355904,,,,,310018,,,,,7762,,,,,29319,,,,,8341,,,,,464,,,,,Sussex County,County
34039,Female,Larynx,05yrs,1419190,,,,,582810,,,,,319892,,,,,433361,,,,,80964,,,,,2163,,,,,Union County,County
34041,Female,Larynx,05yrs,270288,,,,,224599,,,,,12884,,,,,24267,,,,,8159,,,,,379,,,,,Warren County,County
34001,Male,Larynx,05yrs,643998,61,7.2,5.5,9.4,368680,44,7.6,5.5,10.5,95452,,,,,125470,,,,,52724,,,,,1672,,,,,Atlantic County,County
34003,Male,Larynx,05yrs,2256082,103,3.8,3.1,4.6,1302412,88,4.6,3.7,5.8,126200,,,,,453739,,,,,371049,,,,,2682,,,,,Bergen County,County
34005,Male,Larynx,05yrs,1096146,62,4.7,3.6,6.1,748660,46,4.5,3.3,6.2,192455,,,,,93799,,,,,58628,,,,,2604,,,,,Burlington County,County
34007,Male,Larynx,05yrs,1222906,70,5.0,3.8,6.3,709872,49,4.9,3.6,6.5,227672,,,,,210378,,,,,72264,,,,,2720,,,,,Camden County,County
34009,Male,Larynx,05yrs,227208,16,3.9,2.1,6.9,194078,,,,,11603,,,,,18717,,,,,2375,,,,,435,,,,,Cape May County,County
34011,Male,Larynx,05yrs,388234,29,6.6,4.4,9.6,174463,19,7.3,4.3,12.0,83982,,,,,121781,,,,,5182,,,,,2826,,,,,Cumberland County,County
34013,Male,Larynx,05yrs,1913713,111,5.7,4.7,6.9,613620,32,3.6,2.4,5.2,726270,52,7.9,5.8,10.5,462470,25,8.9,5.5,13.4,106880,,,,,4473,,,,,Essex County,County
34015,Male,Larynx,05yrs,707643,41,4.7,3.3,6.4,563902,35,4.7,3.3,6.7,74761,,,,,45520,,,,,22132,,,,,1328,,,,,Gloucester County,County
34017,Male,Larynx,05yrs,1666146,89,6.3,5.1,7.8,507476,35,7.2,5.0,10.1,180953,,,,,710821,37,6.2,4.3,8.6,263335,,,,,3561,,,,,Hudson County,County
34019,Male,Larynx,05yrs,308242,16,3.9,2.2,6.6,265500,,,,,8385,,,,,20744,,,,,13329,,,,,284,,,,,Hunterdon County,County
34021,Male,Larynx,05yrs,899628,39,3.5,2.5,4.8,450211,22,3.0,1.8,4.7,174986,,,,,169493,,,,,103177,,,,,1761,,,,,Mercer County,County
34023,Male,Larynx,05yrs,2036374,103,4.5,3.6,5.4,886272,68,4.7,3.7,6.1,198214,,,,,435434,,,,,512071,,,,,4383,,,,,Middlesex County,County
34025,Male,Larynx,05yrs,1511898,101,5.3,4.3,6.6,1148958,89,5.6,4.5,7.0,105147,,,,,170303,,,,,85570,,,,,1920,,,,,Monmouth County,County
34027,Male,Larynx,05yrs,1211279,75,4.9,3.8,6.1,872980,69,5.4,4.2,6.9,41528,,,,,166141,,,,,129339,,,,,1291,,,,,Morris County,County
34029,Male,Larynx,05yrs,1438678,115,5.6,4.6,6.8,1221734,109,5.8,4.7,7.1,47288,,,,,139967,,,,,28063,,,,,1626,,,,,Ocean County,County
34031,Male,Larynx,05yrs,1226575,75,5.6,4.4,7.0,516581,42,5.5,3.9,7.6,122431,,,,,517691,22,5.9,3.6,9.2,67501,,,,,2371,,,,,Passaic County,County
34033,Male,Larynx,05yrs,153960,,,,,115419,,,,,21230,,,,,15139,,,,,1597,,,,,575,,,,,Salem County,County
34035,Male,Larynx,05yrs,805909,36,3.7,2.6,5.2,459806,31,4.3,2.9,6.3,76170,,,,,123210,,,,,145571,,,,,1152,,,,,Somerset County,County
34037,Male,Larynx,05yrs,351511,28,5.8,3.8,8.7,306212,27,6.0,3.9,9.1,8701,,,,,28765,,,,,7338,,,,,495,,,,,Sussex County,County
34039,Male,Larynx,05yrs,1350977,66,4.3,3.3,5.5,559046,39,4.6,3.2,6.4,275873,,,,,441633,,,,,72525,,,,,1900,,,,,Union County,County
34041,Male,Larynx,05yrs,259023,26,6.7,4.3,10.1,212951,25,7.1,4.6,10.9,12981,,,,,24818,,,,,7977,,,,,296,,,,,Warren County,County
34001,Both,Meso,05yrs,1330527,19,1.1,0.7,1.8,761738,16,1.2,0.7,2.1,205071,,,,,250752,,,,,109638,,,,,3328,,,,,Atlantic County,County
34003,Both,Meso,05yrs,4651949,57,0.9,0.7,1.2,2672713,48,1.1,0.8,1.5,268297,,,,,926190,,,,,778988,,,,,5761,,,,,Bergen County,County
34005,Both,Meso,05yrs,2228508,30,1.1,0.7,1.6,1529992,26,1.2,0.8,1.8,391193,,,,,179275,,,,,122697,,,,,5351,,,,,Burlington County,County
34007,Both,Meso,05yrs,2533688,54,1.9,1.4,2.5,1462587,47,2.3,1.7,3.1,488871,,,,,424865,,,,,151739,,,,,5626,,,,,Camden County,County
34009,Both,Meso,05yrs,465429,,,,,401326,,,,,22128,,,,,35763,,,,,5355,,,,,857,,,,,Cape May County,County
34011,Both,Meso,05yrs,759530,,,,,358490,,,,,150925,,,,,233208,,,,,11014,,,,,5893,,,,,Cumberland County,County
34013,Both,Meso,05yrs,3977022,32,0.8,0.5,1.1,1253858,22,1.3,0.8,2.0,1572876,,,,,915914,,,,,224403,,,,,9971,,,,,Essex County,County
34015,Both,Meso,05yrs,1455826,38,2.3,1.6,3.2,1157474,35,2.5,1.8,3.5,158276,,,,,90298,,,,,47008,,,,,2770,,,,,Gloucester County,County
34017,Both,Meso,05yrs,3350228,25,0.8,0.5,1.1,993486,,,,,378331,,,,,1443231,,,,,528106,,,,,7074,,,,,Hudson County,County
34019,Both,Meso,05yrs,624117,,,,,538974,,,,,15987,,,,,40835,,,,,27726,,,,,595,,,,,Hunterdon County,County
34021,Both,Meso,05yrs,1839609,,,,,930513,,,,,372134,,,,,322524,,,,,210793,,,,,3645,,,,,Mercer County,County
34023,Both,Meso,05yrs,4129600,53,1.1,0.8,1.5,1812983,39,1.3,0.9,1.8,412965,,,,,873737,,,,,1020876,,,,,9039,,,,,Middlesex County,County
34025,Both,Meso,05yrs,3108294,36,0.8,0.6,1.2,2365835,34,1.0,0.7,1.4,224562,,,,,335838,,,,,178100,,,,,3959,,,,,Monmouth County,County
34027,Both,Meso,05yrs,2466895,,,,,1784679,,,,,85587,,,,,328417,,,,,265530,,,,,2682,,,,,Morris County,County
34029,Both,Meso,05yrs,2982076,67,1.4,1.0,1.8,2545759,65,1.4,1.1,1.9,97397,,,,,274661,,,,,61107,,,,,3152,,,,,Ocean County,County
34031,Both,Meso,05yrs,2518187,24,0.9,0.6,1.3,1058402,21,1.3,0.8,2.1,268740,,,,,1046014,,,,,140095,,,,,4936,,,,,Passaic County,County
34033,Both,Meso,05yrs,314949,,,,,237074,,,,,44743,,,,,28381,,,,,3694,,,,,1057,,,,,Salem County,County
34035,Both,Meso,05yrs,1649189,37,1.8,1.2,2.5,946044,33,2.1,1.4,3.0,159210,,,,,241635,,,,,299974,,,,,2326,,,,,Somerset County,County
34037,Both,Meso,05yrs,707415,,,,,616230,,,,,16463,,,,,58084,,,,,15679,,,,,959,,,,,Sussex County,County
34039,Both,Meso,05yrs,2770167,32,1.0,0.7,1.4,1141856,25,1.4,0.9,2.2,595765,,,,,874994,,,,,153489,,,,,4063,,,,,Union County,County
34041,Both,Meso,05yrs,529311,,,,,437550,,,,,25865,,,,,49085,,,,,16136,,,,,675,,,,,Warren County,County
34001,Female,Meso,05yrs,686529,,,,,393058,,,,,109619,,,,,125282,,,,,56914,,,,,1656,,,,,Atlantic County,County
34003,Female,Meso,05yrs,2395867,,,,,1370301,,,,,142097,,,,,472451,,,,,407939,,,,,3079,,,,,Bergen County,County
34005,Female,Meso,05yrs,1132362,,,,,781332,,,,,198738,,,,,85476,,,,,64069,,,,,2747,,,,,Burlington County,County
34007,Female,Meso,05yrs,1310782,18,1.1,0.6,1.7,752715,17,1.4,0.8,2.4,261199,,,,,214487,,,,,79475,,,,,2906,,,,,Camden County,County
34009,Female,Meso,05yrs,238221,,,,,207248,,,,,10525,,,,,17046,,,,,2980,,,,,422,,,,,Cape May County,County
34011,Female,Meso,05yrs,371296,,,,,184027,,,,,66943,,,,,111427,,,,,5832,,,,,3067,,,,,Cumberland County,County
34013,Female,Meso,05yrs,2063309,,,,,640238,,,,,846606,,,,,453444,,,,,117523,,,,,5498,,,,,Essex County,County
34015,Female,Meso,05yrs,748183,,,,,593572,,,,,83515,,,,,44778,,,,,24876,,,,,1442,,,,,Gloucester County,County
34017,Female,Meso,05yrs,1684082,,,,,486010,,,,,197378,,,,,732410,,,,,264771,,,,,3513,,,,,Hudson County,County
34019,Female,Meso,05yrs,315875,,,,,273474,,,,,7602,,,,,20091,,,,,14397,,,,,311,,,,,Hunterdon County,County
34021,Female,Meso,05yrs,939981,,,,,480302,,,,,197148,,,,,153031,,,,,107616,,,,,1884,,,,,Mercer County,County
34023,Female,Meso,05yrs,2093226,16,0.6,0.3,1.0,926711,,,,,214751,,,,,438303,,,,,508805,,,,,4656,,,,,Middlesex County,County
34025,Female,Meso,05yrs,1596396,,,,,1216877,,,,,119415,,,,,165535,,,,,92530,,,,,2039,,,,,Monmouth County,County
34027,Female,Meso,05yrs,1255616,,,,,911699,,,,,44059,,,,,162276,,,,,136191,,,,,1391,,,,,Morris County,County
34029,Female,Meso,05yrs,1543398,,,,,1324025,,,,,50109,,,,,134694,,,,,33044,,,,,1526,,,,,Ocean County,County
34031,Female,Meso,05yrs,1291612,,,,,541821,,,,,146309,,,,,528323,,,,,72594,,,,,2565,,,,,Passaic County,County
34033,Female,Meso,05yrs,160989,,,,,121655,,,,,23513,,,,,13242,,,,,2097,,,,,482,,,,,Salem County,County
34035,Female,Meso,05yrs,843280,19,1.6,0.9,2.6,486238,17,1.9,1.1,3.3,83040,,,,,118425,,,,,154403,,,,,1174,,,,,Somerset County,County
34037,Female,Meso,05yrs,355904,,,,,310018,,,,,7762,,,,,29319,,,,,8341,,,,,464,,,,,Sussex County,County
34039,Female,Meso,05yrs,1419190,,,,,582810,,,,,319892,,,,,433361,,,,,80964,,,,,2163,,,,,Union County,County
34041,Female,Meso,05yrs,270288,,,,,224599,,,,,12884,,,,,24267,,,,,8159,,,,,379,,,,,Warren County,County
34001,Male,Meso,05yrs,643998,,,,,368680,,,,,95452,,,,,125470,,,,,52724,,,,,1672,,,,,Atlantic County,County
34003,Male,Meso,05yrs,2256082,42,1.6,1.1,2.2,1302412,37,1.9,1.3,2.7,126200,,,,,453739,,,,,371049,,,,,2682,,,,,Bergen County,County
34005,Male,Meso,05yrs,1096146,17,1.5,0.9,2.4,748660,,,,,192455,,,,,93799,,,,,58628,,,,,2604,,,,,Burlington County,County
34007,Male,Meso,05yrs,1222906,36,3.1,2.1,4.2,709872,30,3.4,2.3,5.0,227672,,,,,210378,,,,,72264,,,,,2720,,,,,Camden County,County
34009,Male,Meso,05yrs,227208,,,,,194078,,,,,11603,,,,,18717,,,,,2375,,,,,435,,,,,Cape May County,County
34011,Male,Meso,05yrs,388234,,,,,174463,,,,,83982,,,,,121781,,,,,5182,,,,,2826,,,,,Cumberland County,County
34013,Male,Meso,05yrs,1913713,18,1.1,0.7,1.8,613620,,,,,726270,,,,,462470,,,,,106880,,,,,4473,,,,,Essex County,County
34015,Male,Meso,05yrs,707643,30,4.3,2.9,6.2,563902,28,4.7,3.1,6.8,74761,,,,,45520,,,,,22132,,,,,1328,,,,,Gloucester County,County
34017,Male,Meso,05yrs,1666146,,,,,507476,,,,,180953,,,,,710821,,,,,263335,,,,,3561,,,,,Hudson County,County
34019,Male,Meso,05yrs,308242,,,,,265500,,,,,8385,,,,,20744,,,,,13329,,,,,284,,,,,Hunterdon County,County
34021,Male,Meso,05yrs,899628,,,,,450211,,,,,174986,,,,,169493,,,,,103177,,,,,1761,,,,,Mercer County,County
34023,Male,Meso,05yrs,2036374,37,1.9,1.3,2.6,886272,29,2.3,1.5,3.4,198214,,,,,435434,,,,,512071,,,,,4383,,,,,Middlesex County,County
34025,Male,Meso,05yrs,1511898,24,1.4,0.9,2.1,1148958,23,1.6,1.0,2.4,105147,,,,,170303,,,,,85570,,,,,1920,,,,,Monmouth County,County
34027,Male,Meso,05yrs,1211279,,,,,872980,,,,,41528,,,,,166141,,,,,129339,,,,,1291,,,,,Morris County,County
34029,Male,Meso,05yrs,1438678,55,2.6,2.0,3.4,1221734,54,2.8,2.1,3.6,47288,,,,,139967,,,,,28063,,,,,1626,,,,,Ocean County,County
34031,Male,Meso,05yrs,1226575,16,1.3,0.8,2.2,516581,,,,,122431,,,,,517691,,,,,67501,,,,,2371,,,,,Passaic County,County
34033,Male,Meso,05yrs,153960,,,,,115419,,,,,21230,,,,,15139,,,,,1597,,,,,575,,,,,Salem County,County
34035,Male,Meso,05yrs,805909,18,2.1,1.2,3.4,459806,16,2.5,1.4,4.3,76170,,,,,123210,,,,,145571,,,,,1152,,,,,Somerset County,County
34037,Male,Meso,05yrs,351511,,,,,306212,,,,,8701,,,,,28765,,,,,7338,,,,,495,,,,,Sussex County,County
34039,Male,Meso,05yrs,1350977,24,1.9,1.2,2.8,559046,20,2.6,1.6,4.2,275873,,,,,441633,,,,,72525,,,,,1900,,,,,Union County,County
34041,Male,Meso,05yrs,259023,,,,,212951,,,,,12981,,,,,24818,,,,,7977,,,,,296,,,,,Warren County,County
34001,Both,KS,05yrs,1330527,,,,,761738,,,,,205071,,,,,250752,,,,,109638,,,,,3328,,,,,Atlantic County,County
34003,Both,KS,05yrs,4651949,,,,,2672713,,,,,268297,,,,,926190,,,,,778988,,,,,5761,,,,,Bergen County,County
34005,Both,KS,05yrs,2228508,,,,,1529992,,,,,391193,,,,,179275,,,,,122697,,,,,5351,,,,,Burlington County,County
34007,Both,KS,05yrs,2533688,,,,,1462587,,,,,488871,,,,,424865,,,,,151739,,,,,5626,,,,,Camden County,County
34009,Both,KS,05yrs,465429,,,,,401326,,,,,22128,,,,,35763,,,,,5355,,,,,857,,,,,Cape May County,County
34011,Both,KS,05yrs,759530,,,,,358490,,,,,150925,,,,,233208,,,,,11014,,,,,5893,,,,,Cumberland County,County
34013,Both,KS,05yrs,3977022,30,0.8,0.5,1.1,1253858,,,,,1572876,18,1.1,0.7,1.8,915914,,,,,224403,,,,,9971,,,,,Essex County,County
34015,Both,KS,05yrs,1455826,,,,,1157474,,,,,158276,,,,,90298,,,,,47008,,,,,2770,,,,,Gloucester County,County
34017,Both,KS,05yrs,3350228,30,0.8,0.6,1.2,993486,,,,,378331,,,,,1443231,17,1.2,0.7,1.9,528106,,,,,7074,,,,,Hudson County,County
34019,Both,KS,05yrs,624117,,,,,538974,,,,,15987,,,,,40835,,,,,27726,,,,,595,,,,,Hunterdon County,County
34021,Both,KS,05yrs,1839609,,,,,930513,,,,,372134,,,,,322524,,,,,210793,,,,,3645,,,,,Mercer County,County
34023,Both,KS,05yrs,4129600,17,0.4,0.2,0.7,1812983,,,,,412965,,,,,873737,,,,,1020876,,,,,9039,,,,,Middlesex County,County
34025,Both,KS,05yrs,3108294,,,,,2365835,,,,,224562,,,,,335838,,,,,178100,,,,,3959,,,,,Monmouth County,County
34027,Both,KS,05yrs,2466895,,,,,1784679,,,,,85587,,,,,328417,,,,,265530,,,,,2682,,,,,Morris County,County
34029,Both,KS,05yrs,2982076,,,,,2545759,,,,,97397,,,,,274661,,,,,61107,,,,,3152,,,,,Ocean County,County
34031,Both,KS,05yrs,2518187,,,,,1058402,,,,,268740,,,,,1046014,,,,,140095,,,,,4936,,,,,Passaic County,County
34033,Both,KS,05yrs,314949,,,,,237074,,,,,44743,,,,,28381,,,,,3694,,,,,1057,,,,,Salem County,County
34035,Both,KS,05yrs,1649189,,,,,946044,,,,,159210,,,,,241635,,,,,299974,,,,,2326,,,,,Somerset County,County
34037,Both,KS,05yrs,707415,,,,,616230,,,,,16463,,,,,58084,,,,,15679,,,,,959,,,,,Sussex County,County
34039,Both,KS,05yrs,2770167,,,,,1141856,,,,,595765,,,,,874994,,,,,153489,,,,,4063,,,,,Union County,County
34041,Both,KS,05yrs,529311,,,,,437550,,,,,25865,,,,,49085,,,,,16136,,,,,675,,,,,Warren County,County
34001,Female,KS,05yrs,686529,,,,,393058,,,,,109619,,,,,125282,,,,,56914,,,,,1656,,,,,Atlantic County,County
34003,Female,KS,05yrs,2395867,,,,,1370301,,,,,142097,,,,,472451,,,,,407939,,,,,3079,,,,,Bergen County,County
34005,Female,KS,05yrs,1132362,,,,,781332,,,,,198738,,,,,85476,,,,,64069,,,,,2747,,,,,Burlington County,County
34007,Female,KS,05yrs,1310782,,,,,752715,,,,,261199,,,,,214487,,,,,79475,,,,,2906,,,,,Camden County,County
34009,Female,KS,05yrs,238221,,,,,207248,,,,,10525,,,,,17046,,,,,2980,,,,,422,,,,,Cape May County,County
34011,Female,KS,05yrs,371296,,,,,184027,,,,,66943,,,,,111427,,,,,5832,,,,,3067,,,,,Cumberland County,County
34013,Female,KS,05yrs,2063309,,,,,640238,,,,,846606,,,,,453444,,,,,117523,,,,,5498,,,,,Essex County,County
34015,Female,KS,05yrs,748183,,,,,593572,,,,,83515,,,,,44778,,,,,24876,,,,,1442,,,,,Gloucester County,County
34017,Female,KS,05yrs,1684082,,,,,486010,,,,,197378,,,,,732410,,,,,264771,,,,,3513,,,,,Hudson County,County
34019,Female,KS,05yrs,315875,,,,,273474,,,,,7602,,,,,20091,,,,,14397,,,,,311,,,,,Hunterdon County,County
34021,Female,KS,05yrs,939981,,,,,480302,,,,,197148,,,,,153031,,,,,107616,,,,,1884,,,,,Mercer County,County
34023,Female,KS,05yrs,2093226,,,,,926711,,,,,214751,,,,,438303,,,,,508805,,,,,4656,,,,,Middlesex County,County
34025,Female,KS,05yrs,1596396,,,,,1216877,,,,,119415,,,,,165535,,,,,92530,,,,,2039,,,,,Monmouth County,County
34027,Female,KS,05yrs,1255616,,,,,911699,,,,,44059,,,,,162276,,,,,136191,,,,,1391,,,,,Morris County,County
34029,Female,KS,05yrs,1543398,,,,,1324025,,,,,50109,,,,,134694,,,,,33044,,,,,1526,,,,,Ocean County,County
34031,Female,KS,05yrs,1291612,,,,,541821,,,,,146309,,,,,528323,,,,,72594,,,,,2565,,,,,Passaic County,County
34033,Female,KS,05yrs,160989,,,,,121655,,,,,23513,,,,,13242,,,,,2097,,,,,482,,,,,Salem County,County
34035,Female,KS,05yrs,843280,,,,,486238,,,,,83040,,,,,118425,,,,,154403,,,,,1174,,,,,Somerset County,County
34037,Female,KS,05yrs,355904,,,,,310018,,,,,7762,,,,,29319,,,,,8341,,,,,464,,,,,Sussex County,County
34039,Female,KS,05yrs,1419190,,,,,582810,,,,,319892,,,,,433361,,,,,80964,,,,,2163,,,,,Union County,County
34041,Female,KS,05yrs,270288,,,,,224599,,,,,12884,,,,,24267,,,,,8159,,,,,379,,,,,Warren County,County
34001,Male,KS,05yrs,643998,,,,,368680,,,,,95452,,,,,125470,,,,,52724,,,,,1672,,,,,Atlantic County,County
